Reflux Flow,Reboiler Duty,Tray 24 Ethane Comp.,Tray 85 Temp.
360000.0,110.0,0.0007066036101888455,-25.386017406462667
360000.0,110.0,0.0007066036065539007,-25.386017406807696
360000.0,110.0,0.0007066036040783673,-25.386017406031694
360000.0,110.0,0.0007066036026297439,-25.386017404352067
360000.0,110.0,0.0007066036020951203,-25.386017401953286
360000.0,110.0,0.0007066036023359652,-25.386017399025135
360000.0,110.0,0.0007066036032103427,-25.38601739574221
360000.0,110.0,0.0007066036045981918,-25.386017392251908
360000.0,110.0,0.0007066036063731677,-25.386017388689513
360000.0,110.0,0.0007066036084177103,-25.386017385168188
360000.0,110.0,0.0007066036106325082,-25.38601738178264
360000.0,110.0,0.0007066036129252441,-25.38601737860755
360000.0,110.0,0.0007066036152179215,-25.386017375695133
360000.0,110.0,0.0007066036174451401,-25.38601737308932
360000.0,110.0,0.0007066036195533316,-25.38601737081448
360000.0,110.0,0.0007066036215038965,-25.38601736887628
360000.0,110.0,0.0007066036232647686,-25.386017367279752
360000.0,110.0,0.0007066036248172434,-25.386017366013157
360000.0,110.0,0.0007066036261541263,-25.386017365054414
360000.0,110.0,0.0007066036272692933,-25.386017364385467
360000.0,110.0,0.0007066036281677284,-25.386017363976595
360000.0,110.0,0.0007066036288621288,-25.386017363793915
360000.0,110.0,0.0007066036293632371,-25.386017363808776
360000.0,110.0,0.0007066036296890136,-25.386017363987328
360000.0,110.0,0.0007066036298613055,-25.38601736429546
360000.0,110.0,0.000706603629897845,-25.386017364706003
